,VEH1W
Gabarap,15.61434486
Gak,16.61028817
Gale,17.30009087
Galk1,16.08885319
Galk2,15.18830702
Galm,14.04899466
Galns,14.90118338
Galnt2,16.83081069
Ganab,19.14348827
Gapdh,19.59046229
Gar1,13.63399805
Gars,17.60431715
Gart,17.49805563
Gas1,12.75816386
Gatad2a,15.54968119
Gbas,17.43038575
Gbe1,16.60633727
Gbp2,18.79572568
Gbp4,16.89326945
Gbp5,17.73413434
Gc,19.72920779
Gcc2,15.0215053
Gcdh,15.74712653
Gclm,16.20440471
Gcn1l1,17.5039648
Gcsh,15.04917873
Gda,18.89770074
Gde1,13.98943822
Gdi1,17.76374758
Gdi2,19.53498507
Gfer,14.6711168
Gfm1,15.48330268
Gfm2,12.83625729
Gfpt1,17.31483465
Gga1,16.61265258
Ghitm,15.76631435
Gigyf2,15.51730932
Gimap4,17.19274999
Git1,16.15419202
Git2,15.78631467
Gk,16.13717491
Glg1,16.96475398
Glipr2,14.96708483
Glo1,16.56966349
Glod4,17.15916406
Glrx,15.59454905
Glrx3,17.82793019
Glrx5,15.11793819
Gls,16.70896818
Glud1,19.38284472
Glul,19.05581293
Glyr1,15.448704
Gm2a,16.47885677
Gmds,16.01110212
Gmfb,16.21091785
Gmppa,17.37471298
Gmppb,16.16768688
Gmpr,14.00866168
Gmpr2,15.06895043
Gmps,15.89213343
Gna11,17.64246234
Gna13,16.69987479
Gna14,12.75642724
Gnai1,17.15125886
Gnai2,18.29774712
Gnao1,15.70878902
Gnaq,16.76742819
Gnas,17.96367831
Gnb1,16.73452681
Gnb2,18.25450977
Gnb2l1,18.3481357
Gnb4,13.92851502
Gne,13.60996812
Gng12,14.64672301
Gng5,16.69582246
Gnpat,14.96240158
Gns,16.48832299
Golga2,16.5547794
Golga3,15.96473307
Golga4,15.4507702
Golga5,14.38664378
Golim4,16.03917172
Golph3,15.78468724
Golt1b,14.76392101
Gorasp1,14.9165222
Gorasp2,16.7959386
Gosr1,13.59409236
Gosr2,15.75448902
Got1,17.1711834
Got2,18.20671684
Gpam,14.02253785
Gpd1,20.05613188
Gpd1l,17.18758595
Gpd2,18.27974428
Gphn,16.15413382
Gpi,19.31123663
Gpihbp1,14.91146576
Gpld1,16.61442953
Gps1,16.86097067
Gpt,18.69405825
Gpx1,18.40854386
Gpx3,17.12570475
Gpx4,18.0162388
Grb2,17.86485017
Grhpr,17.08338954
Gripap1,16.72496198
Grpel1,16.66437553
Gsdmdc1,17.50569934
Gsk3a,13.84875964
Gsn,20.24673024
Gspt1,17.74488713
Gsr,16.4251643
Gss,14.96660198
Gsta4,15.53289946
Gstk1,18.16487057
Gstm1,20.2793475
Gstm2,18.54675802
Gstm5,15.4316055
Gsto1,18.28860506
Gstp1,18.21996795
Gstt1,17.2482047
Gstt3,15.62389492
Gstz1,18.85577938
Gtf2f2,15.29478416
Gtf2i,16.22455153
Gtf3c1,13.42702021
Gtpbp1,15.26185799
Gucy1b3,13.50677073
Guk1,14.30510657
Gvin1,19.65915612
Gyg1,17.65981387
Gypa,10.11272212
Gypc,11.00910987
Gys1,16.93028283
H1f0,17.80633268
H2-Ab1,18.14364089
H2-D1,18.99488793
H2-K1,17.28233122
H2-Q10,17.09626115
H2afv,15.12537699
H2afx,18.33239687
H2afy,18.02589983
H2afy2,15.48479782
H3f3a,18.96354646
H6pd,18.19780668
Hacd2,17.21071508
Hacl1,16.18114112
Hadh,18.56235228
Hadha,19.27221816
Hadhb,18.98711477
Hagh,14.15599032
Hars,17.55973613
Hars2,12.64846583
Hax1,9.210757686
Hba,21.3592119
Hbb-b1,20.75783546
Hbs1l,15.45313035
Hcfc1,17.46688261
Hcls1,18.68333741
Hdac2,17.12719324
Hdac6,14.82897574
Hddc2,13.44584325
Hdgf,17.83080755
Hdgfrp2,15.08697093
Hdgfrp3,14.96458528
Hdhd2,15.29175463
Hdhd3,13.2550808
Hdlbp,19.34400652
Heatr3,13.16913377
Hebp1,17.35831925
Hectd1,16.56534431
Hexa,17.18155688
Hexb,17.51955796
Hgs,17.30438978
Hgsnat,16.30401201
Hibadh,17.45881049
Hibch,18.75972312
Higd1a,12.94655758
Hint1,15.52017987
Hint2,15.31658735
Hint3,14.02068583
Hip1,18.0957558
Hist1h1a,16.41389903
Hist1h1b,17.79331193
Hist1h1c,17.18861208
Hist1h1d,19.28908895
Hist1h1e,16.71264971
Hist1h2bk,19.5319147
Hist1h3b,14.50746145
Hist1h4a,19.28338006
Hist2h2aa1,16.60969949
Hist2h2ab,9.838580586
Hk1,18.03210525
Hk2,18.01458734
Hm13,16.43532698
Hmbs,15.12066242
Hmga1,15.06259753
Hmgb1,18.62467544
Hmgb2,16.84038779
Hmgb3,14.5891194
Hmgcl,16.53736368
Hmgcs1,16.0157418
Hmgn1,15.65448099
Hmgn2,16.33558962
Hmgn3,14.40623797
Hmgn5,15.25042105
Hmox1,16.34992774
Hmox2,17.34188221
Hnmt,15.81015608
Hnrnpa0,17.09028248
Hnrnpa1,17.65620811
Hnrnpa2b1,19.13237395
Hnrnpa3,18.44845164
Hnrnpab,17.6261191
Hnrnpc,17.21115289
Hnrnpd,17.3695588
Hnrnpf,17.34733471
Hnrnph1,17.11725406
Hnrnph2,13.29226559
Hnrnpk,18.86300557
Hnrnpl,18.43170727
Hnrnpll,15.70285019
Hnrnpm,18.60068302
Hnrnpu,19.11508892
Hnrnpul1,16.31749933
Hnrnpul2,17.92751177
Hook3,17.31530535
Hp,19.25319266
Hp1bp3,17.63703662
Hprt1,16.99272346
Hpx,20.67630563
Hrg,17.40112755
Hrsp12,16.5639399
Hsd11b1,12.83033862
Hsd17b10,16.94369975
Hsd17b11,15.74951038
Hsd17b12,17.48426845
Hsd17b4,18.96027853
Hsd17b8,16.14507361
Hsdl1,14.36999064
Hsdl2,17.77324281
Hsp90aa1,19.28324484
Hsp90ab1,20.59068634
Hsp90b1,20.09707141
Hspa12a,18.63676591
Hspa12b,17.45028154
Hspa14,14.47490111
Hspa1a,17.64217795
Hspa2,17.27974321
Hspa4,19.58933532
Hspa4l,16.48118973
Hspa5,20.58127312
Hspa8,21.27627155
Hspa9,19.86918743
Hspb1,18.96450963
Hspb6,11.02095253
Hspb8,15.07344514
Hspbp1,14.7666121
Hspd1,19.93516126
Hspe1,18.01549104
Hspg2,20.9551484
Hsph1,17.45286142
Htatip2,17.0929348
Htatsf1,14.99368918
Htra2,17.03986105
Htt,16.47856174
Huwe1,17.251287
Hyou1,18.55455074
Hypk,13.87606861
Iah1,15.80450787
Iars,17.41065447
Iars2,18.40553414
Iba57,15.52638589
Ica,18.56843568
Icam2,14.80974735
Ide,18.12017674
Idh1,19.66877794
Idh2,18.38795492
Idh3a,18.57445483
Idh3g,17.04842817
Ifi35,15.02960864
Ifit3,15.96383998
Ifitm3,15.36425391
Ifngr1,14.33647589
Igbp1,15.54807456
Igf2r,18.03099813
Igfals,14.74513257
Igh-3,17.89135401
Ighg1,16.64602147
Ighm,19.78630773
Ighv1-61,12.71469265
Ighv1-62-3,16.61070656
Igj,16.26295988
Iglc3,14.07298972
Iigp1,17.66301943
Ik,15.10095345
Ikbip,16.01572761
Il16,16.7691168
Il1rap,16.91409079
Ilf2,15.02197338
Ilf3,15.84253759
Ilk,18.30546219
Ilkap,14.91482408
Ilvbl,15.20773058
Immt,19.63656433
Impa1,17.83998847
Impa2,13.64480477
Impad1,15.04099931
Impdh2,16.57559579
Inf2,15.42372632
Inmt,16.82549453
Inpp1,15.32460449
Inpp5d,17.05439426
Inpp5k,11.6838165
Inppl1,16.17641604
Ipo11,16.29223909
Ipo5,17.28861188
Ipo7,16.19410789
Ipo9,16.58754952
Iqgap1,20.27067935
Iqgap2,18.44871915
Iqsec1,15.79785818
Irf2bp2,13.7239575
Irf3,15.9945636
Irgm1,16.37676404
Isca2,14.00288472
Iscu,17.2026769
Isg15,14.37002702
Isoc1,17.64568044
Isoc2a,15.11527086
Isoc2b,14.23810212
Ist1,16.30052668
Itfg3,14.63960026
Itga1,16.80423716
Itga6,17.18920739
Itga7,18.21194854
Itgam,17.7400684
Itgav,16.43400252
Itgb1,18.13760399
Itgb4,13.27715379
Itgb5,15.08709253
Itgb6,16.19548225
Itih1,17.75343874
Itih2,18.65467235
Itih3,16.38799076
Itih4,17.96350608
Itih5,17.25810032
Itpa,16.22307959
Itpr1,15.37203202
Itpr2,13.47035209
Itsn1,18.1460133
Ivd,18.61988137
Jagn1,12.17910913
Jak1,16.50004584
Jcad,13.96062247
Jup,14.63820995
Kank2,17.51724566
Kank3,16.24860522
Kars,17.6280082
Kat7,12.13774833
Kbp,14.18293635
Kctd12,16.63933189
Khdrbs1,16.39915599
Khsrp,18.9434939
Kiaa1598,17.26908535
Kiaa1671,16.43679252
Kif1b,15.13896106
Kif1c,16.33641131
Kif3a,13.99327743
Kif3b,15.95801433
Kif5b,18.58464038
Kifap3,12.67839862
Kifc3,9.651840306
Klc1,16.91697511
Klc2,14.98745487
Klc4,14.22007259
Klhdc7a,15.18289381
Klkb1,17.58801815
Kmt2b,14.79780317
Kng1,19.41674954
Kpna1,15.72475653
Kpna3,16.81442124
Kpna4,15.54858398
Kpna6,15.9286574
Kpnb1,18.70329601
Kras,14.34965414
Krt76,15.83614395
Kti12,12.58467016
Ktn1,15.78099718
L3hypdh,15.85381908
Lactb,14.831164
Lactb2,16.62229777
Lama2,19.66808552
Lama4,19.88635707
Lama5,17.85312643
Lamb1,20.59879117
Lamb2,19.80259035
Lamc1,20.53811821
Lamp1,16.32357118
Lamp2,16.27795799
Lamtor1,14.12290465
Lamtor5,15.26045379
Lap3,18.53515638
Larp1,16.9334964
Larp4,15.8272029
Larp4b,14.96707876
Lars,17.40585285
Lars2,15.60608356
Lasp1,18.42238051
Lbr,17.68915306
Lclat1,15.42836308
Lcp1,19.77161533
Ldha,19.7539724
Ldhb,18.39065439
Ldhd,14.61730524
Lemd2,15.62632284
Lemd3,12.32794114
Letm1,16.94999897
Letmd1,14.04610426
Lgals1,20.06317896
Lgals3,18.67485198
Lgals3bp,17.32333228
Lias,13.8466002
Lima1,17.89358018
Limch1,13.85004134
Limd1,13.4153907
Lims1,17.31669768
Lin7c,15.96232907
Lipa,15.93031803
Lipe,19.44799144
Lipt2,12.82683653
Lman1,16.96421724
Lman2,17.12171272
Lmbrd1,13.77387456
Lmcd1,16.01735208
Lmf1,14.90321481
Lmf2,14.00677946
Lmna,20.64383408
Lmnb1,19.90632578
Lmnb2,18.30294634
Lmod1,14.63171824
Lnp,15.01685646
Lnpep,17.53247443
Lonp1,17.30611107
Lpcat3,16.43363028
Lpin1,17.14996138
Lpl,18.22795752
Lpp,17.71022483
Lrba,14.37797489
Lrch3,14.51226274
Lrp1,19.88723212
Lrpap1,18.62167201
Lrpprc,17.90462701
Lrrc47,16.98999625
Lrrc57,16.19707599
Lrrc59,17.21604286
Lrrfip1,17.07710519
Lsm12,16.53580813
Lsm3,13.85702335
Lsm6,15.28385915
Lsm8,14.75447163
Lsp1,17.92956864
Lta4h,19.33858823
Ltbp3,10.67332914
Ltc4s,15.829295
Luc7l2,17.16856669
Luc7l3,16.26523879
Luzp1,13.87763244
Lyar,13.23297852
Lyn,16.5432927
Lypla1,15.99927435
Lypla2,15.94598054
Lyve1,16.16131912
Lzic,15.26681723
Lzts2,10.60106859
M6pr,15.43719717
Macf1,18.87328669
Macrod1,16.05084218
Magohb,16.65603645
Magt1,15.89844984
Man2a1,17.47195867
Man2a2,14.26345587
Man2b2,15.06424584
Man2c1,15.73860738
Manbal,10.15566502
Manf,16.21710206
Maoa,17.95807948
Maob,17.35366452
Map1b,15.80056815
Map1s,16.4666161
Map2k1,17.50765447
Map2k2,15.60196615
Map2k3,16.47149274
Map2k4,15.55040712
Map2k6,12.77175177
Map4,19.45896446
Map4k4,15.36353455
Map7d1,16.94248413
Mapk1,17.92414487
Mapk14,16.87307297
Mapk3,17.03286107
Mapk9,15.08882055
Mapkapk2,16.52804536
Mapre1,17.3676156
Mapre2,16.54359509
Mapre3,14.89994197
Marc2,18.33693001
Marcks,16.38268792
Mark2,14.82460369
Mars,17.26298109
Marveld1,12.66875719
Masp2,14.41961768
Mat2a,17.67039108
Mat2b,14.04745989
Matr3,18.22833762
Mavs,16.03193162
Mbl1,14.78959851
Mbnl1,15.68485006
Mbnl2,11.26284277
Mboat7,14.90264548
Mcam,18.99762166
Mcat,12.13024423
Mccc1,18.55005774
Mccc2,17.53088909
Mcee,14.63082588
Mcfd2,13.79329865
Mcm3,14.7316492
Mcpt3,12.492998
Mcpt4,15.96492515
Mcts1,15.65909107
Mcu,15.00850684
Mcur1,12.18400945
Mdh1,19.28021129
Mdh2,19.4182525
Me1,18.74410505
Mecp2,16.8863957
Mecr,15.90747847
Memo1,13.47332583
Mesdc2,16.68175178
Metap1,15.63231474
Metap2,14.88765116
Mfap5,17.4103168
Mfge8,13.14263586
Mfn1,13.27045977
Mfn2,14.81658271
Mfsd1,14.76009864
Mfsd8,13.74880328
Mgll,18.66383178
Mgrn1,11.14455422
Mgst1,17.82597348
Mgst3,15.1368423
Mia2,16.16730956
Mia3,17.63016921
Mic1,13.60324426
Micu1,12.94234381
Mief1,11.57248804
Mien1,14.70931042
Mif,15.06574187
Minos1,14.83689155
Mios,13.12101765
Mipep,9.289961354
Mlec,18.09400502
Mlf2,12.6959225
Mllt4,17.7976242
Mlst8,12.67841969
Mlycd,16.16958742
Mmaa,14.3760553
Mmab,15.13956001
Mme,14.83403024
Mmgt1,17.01270658
Mndal,16.12646695
Mob1a,15.30496446
Mob2,11.84672248
Mob4,15.11691668
Mocs1,14.26093587
Mocs3,14.98102757
Mogs,16.14353744
Morf4l2,10.43664887
Mospd1,14.4203253
Mp68,16.03287977
Mpc1,15.49360576
Mpc2,14.99370158
Mpdu1,15.87053653
Mpdz,15.93751574
Mpi,11.99390243
Mpp1,18.09212534
Mpp6,15.85809827
Mpp7,13.76784723
Mprip,16.61489486
Mpst,14.93817381
Mrc1,19.10171262
Mri1,16.30511017
Mrpl1,12.75555022
Mrpl11,14.16265167
Mrpl12,14.45873141
Mrpl13,13.4938973
Mrpl15,11.77411683
Mrpl3,14.32355649
Mrpl37,13.85414011
Mrpl38,13.71212213
Mrpl40,7.873251851
Mrpl46,12.53425868
Mrpl55,13.12598001
Mrps16,14.23340448
Mrps18b,12.411695
Mrps2,13.02345961
Mrps26,8.136855645
Mrps27,15.81247295
Mrps30,14.92677016
Mrps31,12.76640037
Mrps36,15.80912295
Mrps5,12.97143146
Mrps6,14.60447357
Mrps7,13.03232033
Mrps9,13.54947518
Mrrf,15.05143895
Msi2,13.60982716
Msl1,12.11257141
Msn,20.45713538
Msra,16.85845698
Msrb2,11.4150051
Msrb3,12.88333573
Mta2,16.70454073
Mta3,14.3878919
Mtap,16.35530126
Mtatp8,16.44552592
Mtch1,14.24911406
Mtch2,16.77183799
Mtco1,13.80971645
Mtco2,15.1131203
Mtdh,16.70771937
Mtfr1l,14.83074419
Mthfd1,18.37401185
Mthfs,13.90604566
Mtm1,12.22722179
Mtnd2,14.58556934
Mtnd5,14.08068875
Mtor,15.97355422
Mtpap,13.81768967
Mtpn,15.98983801
Mtr,14.50998433
Mtss1,12.93257149
Mtus1,14.23906423
Mtx1,16.19092104
Mtx2,14.92220041
Mug1,20.14013825
Mup20,16.24620424
Mut,17.87197808
Mvp,18.98171001
Mxra7,12.55423769
Myadm,13.83103055
Mybbp1a,16.80813922
Mycbp,14.81140727
Myct1,10.55820676
Mydgf,16.65679968
Myef2,15.09455912
Myg1,15.6640296
Myh10,18.04956807
Myh11,19.77019919
Myh14,14.5589284
Myh3,14.25365838
Myh9,21.5999422
Myl1,15.94091658
Myl12b,17.75251409
Myl6,18.30624788
Myl9,14.66262303
Mylk,17.096291
Myo18a,16.70655779
Myo1b,16.54565947
Myo1c,19.84879909
Myo1d,16.22304521
Myo5a,15.46203203
Myo6,14.7118527
Myo9b,15.94502869
Myof,19.81932335
N6amt2,14.07869438
Naa10,13.73074295
Naa15,17.11282788
Naa25,14.5282172
Naa35,15.04325141
Naa50,16.19971005
Naaa,16.72227113
Naca,16.97319872
Nadk2,14.43950326
Nae1,16.23755462
Naga,16.9560061
Nagk,16.47102938
Nampt,18.19515861
Nans,17.10074836
Nap1l4,17.03003398
Napa,16.60382843
Napepld,14.25382136
Napg,16.65431964
Naprt,15.07384098
Nars,17.45849998
Nat9,12.50518116
Nbn,11.92855709
Nck1,15.56182592
Nck2,14.58429704
Nckap1,17.41043196
Ncl,19.43858429
Ncln,15.75729719
Ncor1,12.61853936
Ncstn,16.13843308
Ndrg1,16.03723103
Ndrg2,15.79163715
Ndrg3,13.37094409
Ndufa10,16.78309652
Ndufa12,15.93037635
Ndufa13,16.61165287
Ndufa2,16.66700992
Ndufa3,14.56290211
Ndufa4,17.56626765
Ndufa5,15.9779901
Ndufa6,16.94966444
Ndufa7,16.50858272
Ndufa8,15.94322887
Ndufa9,15.77744384
Ndufab1,16.57967859
Ndufaf1,12.2530985
Ndufaf2,14.48906513
Ndufaf4,14.06510988
Ndufaf7,12.7538209
Ndufb10,15.22961937
Ndufb11,15.48563297
Ndufb2,13.51521884
Ndufb3,15.94887297
Ndufb4,15.78771151
Ndufb5,15.40875196
Ndufb6,14.64863676
Ndufb7,14.09725814
Ndufb8,15.53954649
Ndufb9,15.68510207
Ndufc2,15.30379144
Ndufs1,18.54218045
Ndufs2,17.47255623
Ndufs3,15.90150966
Ndufs4,16.21010077
Ndufs5,15.37901214
Ndufs6,16.07044847
Ndufs7,16.72314538
Ndufs8,16.69875013
Ndufv1,17.2132961
Ndufv2,16.99206404
Necap1,15.2416779
Necap2,15.69174603
Nedd4,18.88240135
Nedd4l,16.56120029
Nedd8,15.39370846
Negr1,14.76024872
Nenf,15.4046531
Nes,14.15036868
Nfkb1,16.70057026
Nfkb2,16.51840115
Nfs1,16.3435872
Nfu1,16.13416691
Ngly1,15.87953796
Ngp,15.09602775
Nhlrc2,15.97398819
Nhp2,14.01142503
Nhp2l1,15.8792088
Nid1,19.57173365
Nid2,19.38859562
Nif3l1,16.80086895
Nisch,15.36494224
Nit1,16.36838242
Nit2,16.82091484
Nln,17.25748378
Nlrx1,15.10040591
Nme1,16.34205028
Nme2,18.9390194
Nme3,13.24545636
Nmnat3,12.78377895
Nmral1,15.86851294
Nmt1,17.08146878
Nmt2,11.16058239
Nnmt,16.66254244
Nol3,16.20708666
Nolc1,16.59817037
Nomo1,17.414595
Nono,18.05531052
Nop2,15.3818177
Nop56,16.92506756
Nos3,15.26817563
Npc1,15.39312631
Npc2,17.42851971
Npepl1,15.81207146
Npepps,18.47403932
Nploc4,17.07433065
Npm1,18.06564737
Npr3,18.47872277
Nptn,16.98429245
Nqo1,14.95501336
Nqo2,16.59410136
Nr3c1,15.62362399
Nras,14.78623318
Nrd1,16.76096814
Nrp1,15.54163273
Nrp2,13.57504023
Nsdhl,16.62990294
Nsf,18.64062314
Nsfl1c,18.0707875
Nsun2,16.11878117
Nt5c,14.7135036
Nt5c2,15.41828283
Nt5c3a,14.95941874
Nub1,15.43221506
Nubpl,12.62863187
Nucb1,18.52579906
Nucks1,15.7698859
Nudc,17.32387309
Nudcd3,15.43827809
Nudt12,16.72752578
Nudt19,14.23160726
Nudt2,10.87823392
Nudt21,15.34087094
Nudt3,14.22393806
Nudt4,10.96619235
Nudt5,17.35602014
Nudt7,15.05187908
Nudt9,14.54730089
Nufip2,15.32915305
Numa1,18.71748391
Nup155,16.40240614
Nup188,14.42748554
Nup214,16.37683234
Nup35,13.08934961
Nup54,14.60781178
Nup62,14.4309906
Nup88,14.40407136
Nup93,16.16421863
Nup98,15.94571395
Nxf1,14.08714718
Oat,17.49214729
Ociad1,16.22359469
Ociad2,10.06188478
Odr4,16.14951674
Ogdh,18.80588766
Ogfr,15.84242525
Ogn,18.31556879
Ogt,16.04054549
Ola1,17.71840933
Opa1,17.44139079
Opa3,15.56899861
Oplah,18.27311211
Optn,15.91340774
Orm1,16.31007774
Ormdl3,12.92250632
Osbp,16.44847451
Osbpl11,15.4227486
Osbpl1a,13.31905745
Osbpl2,12.52242908
Osbpl9,16.45668456
Osgep,14.4601336
Ostf1,16.27840125
Otub1,17.01014299
Otud4,16.05548482
Oxct1,18.69371618
Oxr1,16.05545602
Oxsm,14.92871907
Oxsr1,16.77277662
P4hb,19.99399849
Pa2g4,18.04774118
Pabpc1,18.81067332
Pabpn1,14.68682092
Pacs1,13.57842252
Pacsin2,18.48511146
Pafah1b1,18.17845945
Pafah1b2,14.82874441
Pafah2,11.65187948
Paics,18.18872254
Pak2,17.4499175
Pald1,14.6954301
Palld,17.22336487
Palm,18.00802022
Palm2,12.92290946
Palmd,17.97626756
Pam16,14.73544813
Pank4,13.59930978
Paox,15.42748886
Papln,15.17495841
Papss2,17.66162489
Park7,18.7754976
Parl,12.49969821
Parp1,16.74815809
Parp14,16.19763399
Parp3,17.0874291
Parva,17.80582206
Parvb,16.11056183
Pbxip1,12.04572434
Pc,20.33923597
Pcbd2,16.28848023
Pcbp1,18.20743178
Pcbp2,16.39961703
Pcca,18.84291839
Pccb,17.71040799
Pcdh19,0.680093742
Pck1,17.70883222
Pck2,16.40356434
Pcm1,13.69821075
Pcmt1,16.98273841
Pcna,16.70884279
Pcnp,15.70190809
Pcolce,15.45297609
Pctp,13.2117806
Pcyox1,18.16350424
Pcyt1a,16.71073246
Pcyt2,16.52407013
Pdap1,17.523527
Pdcd10,15.12059524
Pdcd4,15.31229819
Pdcd5,14.87872923
Pdcd6,14.25687545
Pdcd6ip,19.05340572
Pdcl3,15.23972766
Pde12,14.36622598
Pde2a,16.41261632
Pde3b,16.72758118
Pde8a,14.36203234
Pdgfrb,15.98285336
Pdha1,18.40852499
Pdhb,18.53656019
Pdhx,17.42449776
Pdia3,20.06842726
Pdia4,19.8951531
Pdia5,14.016569
Pdia6,18.09718617
Pdk1,12.69626539
Pdk2,15.63966443
Pdk4,11.85978391
Pdlim1,17.32476722
Pdlim3,13.65861575
Pdlim5,17.46810014
Pdlim7,14.47499437
Pdp1,12.62436423
Pdpr,13.39324641
Pds5b,15.42631413
Pdxdc1,16.47601474
Pdxk,17.60631894
Pea15,15.51283223
Pebp1,17.56711227
Pecam1,16.37864509
Pef1,13.96287213
Pelo,13.66616157
Pepd,17.67463923
Pex1,14.21116813
Pex11a,13.64022376
Pex13,11.31335262
Pex14,16.00521531
Pex16,12.80535421
Pex19,17.82630269
Pex3,14.25380358
Pf4,13.22270604
Pfas,16.68716804
Pfdn2,16.86868188
Pfkfb1,14.21952746
Pfkl,17.58241519
Pfkm,15.7199503
Pfkp,18.76413918
Pfn2,14.34812644
Pgam1,18.59960186
Pgam5,15.14933507
Pgd,19.29900312
Pggt1b,13.72433792
Pgk1,19.67837834
Pgls,17.20250323
Pgm1,19.69977677
Pgm2,18.08685159
Pgm5,13.02920944
Pgp,16.23262192
Pgrmc1,17.71166
Pgrmc2,16.89895048
Phb,17.80315707
Phb2,18.06971954
Phgdh,19.33118636
Phkb,15.41979696
Phlda3,16.0686059
Phldb1,17.98493629
Phpt1,15.28835679
Phyhd1,14.71034851
Pi4ka,17.0271633
Picalm,16.85434783
Pigs,15.09194417
Pigt,15.04456825
Pik3r1,15.81931624
Pik3r4,15.76710196
Pin1,14.92486971
Pin4,13.31327409
Pip4k2a,16.4184527
Pip4k2c,15.16282639
Pir,13.32677759
Pisd,14.47165317
Pitpna,17.86946307
Pitpnb,16.73724638
Pitpnc1,13.23958504
Pitpnm1,15.88773193
Pitrm1,18.07991964
Pklr,14.84045193
Pkm,19.98846778
Pkn1,16.88515501
Pkp4,12.64556768
Pla2g16,15.8789736
Pla2g7,17.12268021
Plaa,18.04965548
Plbd1,16.40724104
Plbd2,16.08517528
Plcb3,16.50366649
Plcd1,17.00021254
Plcg1,15.38843833
Plcl1,14.32943986
Plec,21.47286264
Plekhf2,15.10687748
Plekho2,16.07483897
Plg,19.34065252
Plgrkt,15.74980634
Plin1,20.31161673
Plin2,17.41229621
Plin3,16.72822553
Plin4,20.94334887
Plod1,15.93958415
Plod3,16.3514192
Plp2,14.08412842
Plrg1,15.24945387
Pls3,18.55577198
Pltp,16.60976916
Plxna1,16.44392259
Pml,15.98475059
Pmm2,17.22578771
Pmpca,17.20054623
Pmpcb,16.34328747
Pnisr,11.43752039
Pnn,16.31579095
Pnp,18.28855062
Pnpla2,17.07456185
Pnpla8,15.22247616
Pnpo,13.39555376
Pnpt1,15.82650068
Podxl,12.77292337
Poldip2,15.00415462
Poldip3,15.18834479
Polr2a,16.59287312
Polr2e,15.25126638
Pon1,15.96643813
Pon2,16.56001293
Pon3,17.13295002
Por,19.85228791
Ppa1,19.12911333
Ppa2,16.61252275
Ppap2b,14.57295741
Ppapdc2,14.32509203
Ppcs,16.97732173
Ppfibp1,16.33776938
Ppia,20.1629902
Ppib,18.4288986
Ppid,18.00249273
Ppif,13.89347873
Ppig,15.23725908
Ppil1,15.23058495
Ppip5k1,12.53682398
Ppip5k2,14.84527404
Ppm1a,17.49629016
Ppm1b,16.68656577
Ppm1f,14.98871148
Ppm1g,16.33103264
Ppox,15.42907749
Ppp1ca,16.5742569
Ppp1cb,14.15808067
Ppp1r12a,17.99663848
Ppp1r12c,16.14643339
Ppp1r13l,11.31228808
Ppp1r1a,12.45666731
Ppp1r2,15.81506501
Ppp1r7,16.96953307
Ppp1r9b,15.66086793
Ppp2ca,17.77879743
Ppp2r1a,18.50483127
Ppp2r1b,16.24983736
Ppp2r2a,16.99586798
Ppp2r4,17.22554277
Ppp2r5a,18.10724383
Ppp2r5c,13.96914202
Ppp2r5e,13.00375813
Ppp3ca,17.83217885
Ppp3cb,13.72952873
Ppp4r2,13.70497389
Ppp5c,16.48267678
Ppp6c,14.53961664
Ppp6r1,15.27117752
Ppp6r3,14.78539141
Ppt1,17.12881016
Prdx1,19.38400989
Prdx2,17.83070282
Prdx3,17.77255797
Prdx4,17.51317607
Prdx5,18.13439932
Prdx6,18.48286131
Preb,16.18019246
Prelp,18.83942821
Prep,17.18149447
Prkaa1,15.70387327
